Age,Annual Income (k$),Spending Score (1-100),Cluster
-1.424568790052139,-1.7389991930659483,-0.4348014799691481,4
-1.2810354107017978,-1.7389991930659483,1.195704069915157,5
-1.3528021003769686,-1.7008297638941765,-1.7159129834496736,4
-1.1375020313514563,-1.7008297638941765,1.0404178270690327,5
-0.5633685139500905,-1.6626603347224038,-0.3959799192576171,4
-1.209268721026627,-1.6626603347224038,1.0015962663575015,5
-0.2763017552494075,-1.6244909055506316,-1.7159129834496736,4
-1.1375020313514563,-1.6244909055506316,1.700384359165061,5
1.804932245330544,-1.5863214763788591,-1.832377665584267,4
-0.6351352036252612,-1.5863214763788591,0.8463100235113773,5
2.0202323143560563,-1.5863214763788591,-1.405340497757425,4
-0.2763017552494075,-1.5863214763788591,1.8944921627227165,5
1.3743321072795196,-1.5481520472070869,-1.366518937045894,4
-1.0657353416762856,-1.5481520472070869,1.0404178270690327,5
-0.1327683758990659,-1.5481520472070869,-1.444162058468956,4
-1.209268721026627,-1.5481520472070869,1.118060948492095,5
-0.2763017552494075,-1.5099826180353144,-0.5900877228152724,4
-1.3528021003769686,-1.5099826180353144,0.6133806592421909,5
0.9437319692284952,-1.4336437596917695,-0.823017087084459,4
-0.2763017552494075,-1.4336437596917695,1.8556706020111853,5
-0.2763017552494075,-1.3954743305199977,-0.5900877228152724,4
-0.9939686520011148,-1.3954743305199977,0.8851315842229084,5
0.5131318311774707,-1.357304901348225,-1.7547345441612048,4
-0.5633685139500905,-1.357304901348225,0.8851315842229084,5
1.0872653485788366,-1.2427966138329078,-1.405340497757425,4
-0.706901893300432,-1.2427966138329078,1.234525630626688,5
0.4413651415022999,-1.2427966138329078,-0.7065524049498657,4
-0.2763017552494075,-1.2427966138329078,0.4192728556845355,0
0.0825316931264462,-1.2046271846611356,-0.7453739656613968,4
-1.1375020313514563,-1.2046271846611356,1.4286334341843434,5
1.517865486629861,-1.1664577554893631,-1.7935561048727358,4
-1.2810354107017978,-1.1664577554893631,0.8851315842229084,5
1.015498658903666,-1.0519494679740462,-1.7935561048727358,4
-1.49633547972731,-1.0519494679740462,1.622741237741999,5
0.728431900202983,-1.0519494679740462,-1.405340497757425,4
-1.2810354107017978,-1.0519494679740462,1.195704069915157,5
0.2260650724767877,-1.0137800388022735,-1.288875815622832,4
-0.6351352036252612,-1.0137800388022735,0.8851315842229084,5
-0.2045350655742367,-0.8992717512869568,-0.939481769219052,4
-1.3528021003769686,-0.8992717512869568,0.9627747056459706,5
1.8766989350057148,-0.8611023221151844,-0.5900877228152724,1
-1.0657353416762856,-0.8611023221151844,1.622741237741999,5
0.6566652105278122,-0.8229328929434121,-0.5512661621037414,4
-0.5633685139500905,-0.8229328929434121,0.4192728556845355,0
0.728431900202983,-0.8229328929434121,-0.86183864779599,4
-1.0657353416762856,-0.8229328929434121,0.5745590985306598,5
0.8001985898781537,-0.7847634637716397,0.186343491415349,1
-0.8504352726507735,-0.7847634637716397,-0.1242289942768995,0
-0.706901893300432,-0.7847634637716397,-0.3183367978345549,0
-0.5633685139500905,-0.7847634637716397,-0.3183367978345549,0
0.728431900202983,-0.7084246054280949,0.0698788092807558,1
-0.4198351345997489,-0.7084246054280949,0.3804512949730044,0
-0.5633685139500905,-0.6702551762563226,0.1475219307038179,0
1.4460987969546903,-0.6702551762563226,0.3804512949730044,1
0.8001985898781537,-0.6702551762563226,-0.2018721156999617,1
